0.000000000e+00  1.104671910e-17  3.900000000e-02 -1.505831671e-05
1.000000000e-02  1.104671910e-17  3.900000000e-02 -1.505831671e-05
2.000000000e-02  1.104671910e-17  3.900000000e-02 -1.505831671e-05
3.000000000e-02  1.104671910e-17  3.900000000e-02 -1.505831671e-05
4.000000000e-02  1.104671910e-17  3.900000000e-02 -1.505831671e-05
5.000000000e-02  1.104671910e-17  3.900000000e-02 -1.505831671e-05
6.000000000e-02  1.104671910e-17  3.900000000e-02 -1.505831671e-05
7.000000000e-02  1.104671910e-17  3.900000000e-02 -1.505831671e-05
8.000000000e-02  1.104671910e-17  3.900000000e-02 -1.505831671e-05
9.000000000e-02  1.104671910e-17  3.900000000e-02 -1.505831671e-05
1.000000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
1.100000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
1.200000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
1.300000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
1.400000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
1.500000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
1.600000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
1.700000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
1.800000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
1.900000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
2.000000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
2.100000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
2.200000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
2.300000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
2.400000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
2.500000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
2.600000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
2.700000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
2.800000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
2.900000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
3.000000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
3.100000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
3.200000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
3.300000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
3.400000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
3.500000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
3.600000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
3.700000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
3.800000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
3.900000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
4.000000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
4.100000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
4.200000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
4.300000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
4.400000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
4.500000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
4.600000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
4.700000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
4.800000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
4.900000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
5.000000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
5.100000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
5.200000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
5.300000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
5.400000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
5.500000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
5.600000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
5.700000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
5.800000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
5.900000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
6.000000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
6.100000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
6.200000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
6.300000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
6.400000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
6.500000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
6.600000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
6.700000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
6.800000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
6.900000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
7.000000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
7.100000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
7.200000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
7.300000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
7.400000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
7.500000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
7.600000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
7.700000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
7.800000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
7.900000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
8.000000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
8.100000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
8.200000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
8.300000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
8.400000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
8.500000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
8.600000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
8.700000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
8.800000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
8.900000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
9.000000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
9.100000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
9.200000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
9.300000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
9.400000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
9.500000000e-01  1.104671910e-17  3.900000000e-02 -1.505831671e-05
