0.000000000e+00 -2.106753912e-10 -1.474576494e-11  2.166805624e-11
1.000000000e-02 -1.728661955e-08  2.297856331e-09  8.378308623e-07
2.000000000e-02 -3.792578548e-08  6.007688120e-09  1.666557522e-06
3.000000000e-02 -6.242806913e-08  1.039102712e-08  2.486232390e-06
4.000000000e-02 -9.143401745e-08  1.483731697e-08  3.296879873e-06
5.000000000e-02 -1.246992048e-07  1.908315309e-08  4.098719621e-06
6.000000000e-02 -1.623986558e-07  2.344862191e-08  4.891671298e-06
7.000000000e-02 -2.045204478e-07  2.770416110e-08  5.675914352e-06
8.000000000e-02 -2.508984079e-07  3.163750939e-08  6.451565621e-06
9.000000000e-02 -3.017496785e-07  3.574877260e-08  7.218571037e-06
1.000000000e-01 -3.569753055e-07  3.971490652e-08  7.977042042e-06
1.100000000e-01 -4.165620812e-07  4.362401328e-08  8.727187481e-06
1.200000000e-01 -4.806355560e-07  4.744499307e-08  9.468951236e-06
1.300000000e-01 -5.489485950e-07  5.152621565e-08  1.020237495e-05
1.400000000e-01 -6.216375135e-07  5.530302316e-08  1.092767732e-05
1.500000000e-01 -6.988397099e-07  5.907042714e-08  1.164487749e-05
1.600000000e-01 -7.804745782e-07  6.286054437e-08  1.235395369e-05
1.700000000e-01 -8.663676951e-07  6.648000179e-08  1.305508046e-05
1.800000000e-01 -9.566568823e-07  7.011756846e-08  1.374838723e-05
1.900000000e-01 -1.051252936e-06  7.388886307e-08  1.443381823e-05
2.000000000e-01 -1.150389931e-06  7.775407372e-08  1.511145197e-05
2.100000000e-01 -1.253720509e-06  8.135135419e-08  1.578143869e-05
2.200000000e-01 -1.361654274e-06  8.485771808e-08  1.644375443e-05
2.300000000e-01 -1.473969220e-06  8.852927888e-08  1.709843787e-05
2.400000000e-01 -1.590578874e-06  9.208038053e-08  1.774567866e-05
2.500000000e-01 -1.711534498e-06  9.575846040e-08  1.838547200e-05
2.600000000e-01 -1.836956383e-06  9.955873236e-08  1.901793316e-05
2.700000000e-01 -1.966695266e-06  1.032795854e-07  1.964300245e-05
2.800000000e-01 -2.100809950e-06  1.069814226e-07  2.026086835e-05
2.900000000e-01 -2.240247318e-06  1.097167563e-07  2.087148988e-05
3.000000000e-01 -2.383938044e-06  1.124580265e-07  2.147496775e-05
3.100000000e-01 -2.530776595e-06  1.164136863e-07  2.207140322e-05
3.200000000e-01 -2.681814769e-06  1.208080569e-07  2.266080337e-05
3.300000000e-01 -2.837139149e-06  1.248218812e-07  2.324332098e-05
3.400000000e-01 -2.996967145e-06  1.292900091e-07  2.381896374e-05
3.500000000e-01 -3.161282083e-06  1.334001717e-07  2.438775401e-05
3.600000000e-01 -3.329844362e-06  1.376599870e-07  2.494990742e-05
3.700000000e-01 -3.502925813e-06  1.420153753e-07  2.550531093e-05
3.800000000e-01 -3.680585526e-06  1.461061559e-07  2.605403339e-05
3.900000000e-01 -3.862357949e-06  1.501758157e-07  2.659626550e-05
4.000000000e-01 -4.048633897e-06  1.547330096e-07  2.713201035e-05
4.100000000e-01 -4.239246091e-06  1.592522259e-07  2.766128834e-05
4.200000000e-01 -4.434225126e-06  1.635839982e-07  2.818419388e-05
4.300000000e-01 -4.633767857e-06  1.677871550e-07  2.870077243e-05
4.400000000e-01 -4.837787768e-06  1.720199204e-07  2.921096549e-05
4.500000000e-01 -5.046030958e-06  1.761402536e-07  2.971502569e-05
4.600000000e-01 -5.258641486e-06  1.804846117e-07  3.021292664e-05
4.700000000e-01 -5.475839919e-06  1.848552588e-07  3.070466147e-05
4.800000000e-01 -5.697505200e-06  1.890400825e-07  3.119027917e-05
4.900000000e-01 -5.923496141e-06  1.932852168e-07  3.166991254e-05
5.000000000e-01 -6.153779132e-06  1.977509645e-07  3.214363598e-05
5.100000000e-01 -6.388655020e-06  2.023107232e-07  3.261143291e-05
5.200000000e-01 -6.627846888e-06  2.066917109e-07  3.307330918e-05
5.300000000e-01 -6.871465514e-06  2.112957828e-07  3.352942406e-05
5.400000000e-01 -7.119592087e-06  2.155154222e-07  3.397977517e-05
5.500000000e-01 -7.371999259e-06  2.198301359e-07  3.442440126e-05
5.600000000e-01 -7.628829708e-06  2.243530305e-07  3.486337224e-05
5.700000000e-01 -7.890203180e-06  2.288389468e-07  3.529674056e-05
5.800000000e-01 -8.156023044e-06  2.331913556e-07  3.572454380e-05
5.900000000e-01 -8.425972782e-06  2.380367441e-07  3.614685047e-05
6.000000000e-01 -8.700683847e-06  2.426463765e-07  3.656366204e-05
6.100000000e-01 -8.979543491e-06  2.473961590e-07  3.697503630e-05
6.200000000e-01 -9.263286790e-06  2.518690499e-07  3.738104237e-05
6.300000000e-01 -9.550875235e-06  2.564703399e-07  3.778170997e-05
6.400000000e-01 -9.843326668e-06  2.610582833e-07  3.817707889e-05
6.500000000e-01 -1.013980396e-05  2.657822364e-07  3.856721333e-05
6.600000000e-01 -1.044120723e-05  2.702340173e-07  3.895216318e-05
6.700000000e-01 -1.074687502e-05  2.748443057e-07  3.933187442e-05
6.800000000e-01 -1.105663634e-05  2.797552204e-07  3.970655968e-05
6.900000000e-01 -1.137108582e-05  2.844394943e-07  4.007617675e-05
7.000000000e-01 -1.168985158e-05  2.893884099e-07  4.044076921e-05
7.100000000e-01 -1.201308433e-05  2.942050720e-07  4.080036724e-05
7.200000000e-01 -1.234092600e-05  2.987147537e-07  4.115497365e-05
7.300000000e-01 -1.267296867e-05  3.035377371e-07  4.150472151e-05
7.400000000e-01 -1.300960410e-05  3.084212686e-07  4.184959968e-05
7.500000000e-01 -1.335076735e-05  3.132783608e-07  4.218963899e-05
7.600000000e-01 -1.369614309e-05  3.183395816e-07  4.252492844e-05
7.700000000e-01 -1.404605606e-05  3.232468047e-07  4.285546766e-05
7.800000000e-01 -1.440030424e-05  3.284760994e-07  4.318132702e-05
7.900000000e-01 -1.475914824e-05  3.335355404e-07  4.350246167e-05
8.000000000e-01 -1.512232787e-05  3.386903409e-07  4.381904934e-05
8.100000000e-01 -1.548996903e-05  3.436317084e-07  4.413097738e-05
8.200000000e-01 -1.586178764e-05  3.489126513e-07  4.443839862e-05
8.300000000e-01 -1.623839100e-05  3.540347637e-07  4.474131725e-05
8.400000000e-01 -1.661936177e-05  3.589771445e-07  4.503964746e-05
8.500000000e-01 -1.700464547e-05  3.641675933e-07  4.533364493e-05
8.600000000e-01 -1.739449697e-05  3.695090356e-07  4.562321027e-05
8.700000000e-01 -1.778861040e-05  3.748609234e-07  4.590845334e-05
8.800000000e-01 -1.818753933e-05  3.799618408e-07  4.618931028e-05
8.900000000e-01 -1.859083086e-05  3.853250824e-07  4.646588861e-05
9.000000000e-01 -1.899857958e-05  3.906071845e-07  4.673818015e-05
9.100000000e-01 -1.941062603e-05  3.958015023e-07  4.700623312e-05
9.200000000e-01 -1.982694731e-05  4.013061341e-07  4.727016963e-05
9.300000000e-01 -2.024818498e-05  4.064952315e-07  4.752988112e-05
9.400000000e-01 -2.067385517e-05  4.118205868e-07  4.778548003e-05
9.500000000e-01 -2.110352294e-05  4.174244019e-07  4.803702440e-05
9.600000000e-01 -2.153820127e-05  4.228070753e-07  4.828443442e-05
9.700000000e-01 -2.197683973e-05  4.285619165e-07  4.852789331e-05
9.800000000e-01 -2.241997208e-05  4.340291083e-07  4.876730685e-05
9.900000000e-01 -2.286767332e-05  4.395787671e-07  4.900282781e-05
