0.000000000e+00 -7.982589611e-07  2.352421268e-07  8.416491853e-05
1.000000000e-02 -1.076775233e-06  2.408065582e-07  8.335198355e-05
2.000000000e-02 -1.250963229e-06  4.206562296e-07  8.246072557e-05
3.000000000e-02 -1.518792737e-06  4.871855858e-07  8.158476979e-05
4.000000000e-02 -1.786070545e-06  4.283569264e-07  8.071965144e-05
5.000000000e-02 -2.113583091e-06  4.548311143e-07  7.985180422e-05
6.000000000e-02 -2.423775824e-06  4.413411347e-07  7.898149523e-05
7.000000000e-02 -2.634821889e-06  4.523806121e-07  7.816576516e-05
8.000000000e-02 -2.946743843e-06  4.243083308e-07  7.731892710e-05
9.000000000e-02 -3.218002278e-06  4.225269257e-07  7.647816308e-05
1.000000000e-01 -3.481294617e-06  4.084190804e-07  7.566913856e-05
1.100000000e-01 -3.745239005e-06  4.427907843e-07  7.486651668e-05
1.200000000e-01 -4.083317241e-06  4.371251347e-07  7.404593683e-05
1.300000000e-01 -4.313982306e-06  4.544787094e-07  7.324465032e-05
1.400000000e-01 -4.619667875e-06  4.004448179e-07  7.245223634e-05
1.500000000e-01 -4.917549946e-06  4.351463885e-07  7.166190920e-05
1.600000000e-01 -5.141796675e-06  4.089564444e-07  7.090556823e-05
1.700000000e-01 -5.456719515e-06  3.816916334e-07  7.011724990e-05
1.800000000e-01 -5.747138196e-06  4.371415135e-07  6.936216659e-05
1.900000000e-01 -6.006016639e-06  3.869193928e-07  6.860539737e-05
2.000000000e-01 -6.290981557e-06  4.205782673e-07  6.784075031e-05
2.100000000e-01 -6.566851495e-06  4.123230388e-07  6.711021362e-05
2.200000000e-01 -6.890630164e-06  4.416552367e-07  6.637140302e-05
2.300000000e-01 -7.159793312e-06  4.115825709e-07  6.563137829e-05
2.400000000e-01 -7.414988315e-06  4.755876299e-07  6.492564345e-05
2.500000000e-01 -7.672540464e-06  4.443455971e-07  6.421486844e-05
2.600000000e-01 -7.987704702e-06  4.434926116e-07  6.348658586e-05
2.700000000e-01 -8.243759347e-06  4.957674786e-07  6.279556923e-05
2.800000000e-01 -8.628107807e-06  3.680845803e-07  6.208826468e-05
2.900000000e-01 -8.888550514e-06  3.601794097e-07  6.139351628e-05
3.000000000e-01 -9.165083208e-06  3.703033585e-07  6.070896501e-05
3.100000000e-01 -9.252753406e-06  5.466684095e-07  6.002959128e-05
3.200000000e-01 -9.591099355e-06  5.132443570e-07  5.935965747e-05
3.300000000e-01 -9.834330569e-06  5.128754037e-07  5.869688312e-05
3.400000000e-01 -1.017217683e-05  5.415536625e-07  5.802527467e-05
3.500000000e-01 -1.043982023e-05  5.170344692e-07  5.738171477e-05
3.600000000e-01 -1.076371729e-05  5.301816917e-07  5.673179924e-05
3.700000000e-01 -1.103834173e-05  5.097785830e-07  5.607494667e-05
3.800000000e-01 -1.128733861e-05  5.066498978e-07  5.544316524e-05
3.900000000e-01 -1.154470371e-05  5.582007144e-07  5.483397979e-05
4.000000000e-01 -1.186699842e-05  5.752102932e-07  5.420201391e-05
4.100000000e-01 -1.213431125e-05  5.244577337e-07  5.358458121e-05
4.200000000e-01 -1.237715834e-05  5.461968791e-07  5.298349691e-05
4.300000000e-01 -1.268443559e-05  5.648266760e-07  5.237123901e-05
4.400000000e-01 -1.294635948e-05  5.351677352e-07  5.176180610e-05
4.500000000e-01 -1.328321970e-05  5.585398411e-07  5.115751286e-05
4.600000000e-01 -1.360816446e-05  5.290464315e-07  5.056352119e-05
4.700000000e-01 -1.381445294e-05  5.522051031e-07  4.997411602e-05
4.800000000e-01 -1.410455257e-05  6.032392809e-07  4.941646951e-05
4.900000000e-01 -1.436887294e-05  5.828403547e-07  4.884475781e-05
5.000000000e-01 -1.467462164e-05  5.843327521e-07  4.825667818e-05
5.100000000e-01 -1.498331164e-05  5.782196253e-07  4.768890868e-05
5.200000000e-01 -1.522125118e-05  6.063827267e-07  4.714660782e-05
5.300000000e-01 -1.549891729e-05  5.845663997e-07  4.658377690e-05
5.400000000e-01 -1.578444673e-05  6.343888345e-07  4.604509593e-05
5.500000000e-01 -1.606255276e-05  5.813759578e-07  4.549581808e-05
5.600000000e-01 -1.636788103e-05  6.364978052e-07  4.495174737e-05
5.700000000e-01 -1.667234767e-05  6.161790227e-07  4.441791826e-05
5.800000000e-01 -1.690007655e-05  6.603484961e-07  4.389413279e-05
5.900000000e-01 -1.728115603e-05  6.201832169e-07  4.335251430e-05
6.000000000e-01 -1.752555806e-05  6.121366421e-07  4.282390114e-05
6.100000000e-01 -1.774300370e-05  6.338818639e-07  4.232576342e-05
6.200000000e-01 -1.803104113e-05  6.628038759e-07  4.181668607e-05
6.300000000e-01 -1.832887567e-05  6.470872403e-07  4.130514304e-05
6.400000000e-01 -1.867943247e-05  6.314235380e-07  4.078765089e-05
6.500000000e-01 -1.894699101e-05  6.096991965e-07  4.029447439e-05
6.600000000e-01 -1.915427495e-05  6.770137629e-07  3.981525714e-05
6.700000000e-01 -1.946838983e-05  6.927335888e-07  3.932541717e-05
6.800000000e-01 -1.978526939e-05  6.721274831e-07  3.882866174e-05
6.900000000e-01 -2.002666210e-05  6.987773461e-07  3.836475231e-05
7.000000000e-01 -2.027339191e-05  6.687814944e-07  3.787088046e-05
7.100000000e-01 -2.055652059e-05  6.686156246e-07  3.740410482e-05
7.200000000e-01 -2.089897135e-05  6.645956522e-07  3.692960191e-05
7.300000000e-01 -2.117824161e-05  6.486619308e-07  3.646206892e-05
7.400000000e-01 -2.147703449e-05  7.145994883e-07  3.601361532e-05
