0.000000000e+00  2.059044532e-08 -3.567737692e-07  4.772751864e-09
1.000000000e-02  2.255323170e-08 -4.282506732e-07  5.033363214e-09
2.000000000e-02  3.512297364e-08 -5.019476576e-07  9.485979366e-09
3.000000000e-02  4.160621205e-08 -5.739230605e-07  8.314194856e-09
4.000000000e-02  3.868640181e-08 -6.450917158e-07  9.365706884e-09
5.000000000e-02  4.424219887e-08 -7.155377789e-07  9.351589307e-09
6.000000000e-02  5.029656470e-08 -7.854297546e-07  1.085099567e-08
7.000000000e-02  4.676712850e-08 -8.586003951e-07  9.055372605e-09
8.000000000e-02  5.073283580e-08 -9.293983712e-07  9.445985605e-09
9.000000000e-02  5.700486992e-08 -1.000989809e-06  1.233825780e-08
1.000000000e-01  5.395197385e-08 -1.072896124e-06  1.182884625e-08
1.100000000e-01  5.729156147e-08 -1.145027032e-06  1.105191730e-08
1.200000000e-01  6.138999367e-08 -1.214557382e-06  1.127979033e-08
1.300000000e-01  6.558235421e-08 -1.287192260e-06  1.315287112e-08
1.400000000e-01  6.295284923e-08 -1.358397327e-06  1.225596179e-08
1.500000000e-01  7.041278871e-08 -1.429546676e-06  1.258243091e-08
1.600000000e-01  7.119697833e-08 -1.502332210e-06  1.263724307e-08
1.700000000e-01  7.131627401e-08 -1.573447425e-06  1.411437067e-08
1.800000000e-01  7.418692092e-08 -1.645115468e-06  1.408330813e-08
1.900000000e-01  7.885672737e-08 -1.717085480e-06  1.443858553e-08
2.000000000e-01  8.127542676e-08 -1.788602407e-06  1.554501894e-08
2.100000000e-01  8.244392075e-08 -1.860800041e-06  1.530664505e-08
2.200000000e-01  8.574676789e-08 -1.931225139e-06  1.517584861e-08
2.300000000e-01  8.770027289e-08 -2.003294856e-06  1.624277826e-08
2.400000000e-01  8.655846979e-08 -2.075923872e-06  1.509499049e-08
2.500000000e-01  8.894056120e-08 -2.148793260e-06  1.569890343e-08
2.600000000e-01  9.454598157e-08 -2.219617987e-06  1.735512473e-08
2.700000000e-01  9.473100003e-08 -2.292023955e-06  1.688996972e-08
2.800000000e-01  8.870787745e-08 -2.361236851e-06  1.461983425e-08
2.900000000e-01  8.684247209e-08 -2.433806324e-06  1.422834248e-08
3.000000000e-01  8.923476008e-08 -2.505920793e-06  1.453752000e-08
3.100000000e-01  9.445585006e-08 -2.582483170e-06  1.446021588e-08
3.200000000e-01  9.533518053e-08 -2.653389096e-06  1.744652948e-08
3.300000000e-01  9.737058227e-08 -2.727051758e-06  1.484700026e-08
3.400000000e-01  1.073110027e-07 -2.797697879e-06  1.851398288e-08
3.500000000e-01  1.013611698e-07 -2.870195785e-06  1.810780720e-08
3.600000000e-01  1.087820118e-07 -2.941561032e-06  1.768322316e-08
3.700000000e-01  1.144132630e-07 -3.013812927e-06  2.023639155e-08
3.800000000e-01  1.146608152e-07 -3.086471610e-06  1.944846473e-08
3.900000000e-01  1.111552785e-07 -3.160287811e-06  1.859836546e-08
4.000000000e-01  1.200792515e-07 -3.231031614e-06  2.019734753e-08
4.100000000e-01  1.183288457e-07 -3.303290674e-06  1.940735419e-08
4.200000000e-01  1.182820162e-07 -3.377400664e-06  1.947264777e-08
4.300000000e-01  1.251022354e-07 -3.449119176e-06  2.040626977e-08
4.400000000e-01  1.261220320e-07 -3.521824325e-06  2.105665650e-08
4.500000000e-01  1.273338104e-07 -3.592846042e-06  2.205118944e-08
4.600000000e-01  1.317120504e-07 -3.664440608e-06  2.226436848e-08
4.700000000e-01  1.393561584e-07 -3.738864508e-06  2.326415088e-08
4.800000000e-01  1.327921181e-07 -3.810711980e-06  2.120195894e-08
4.900000000e-01  1.337523392e-07 -3.884262952e-06  2.207409298e-08
5.000000000e-01  1.412841436e-07 -3.956551895e-06  2.391115040e-08
5.100000000e-01  1.465182703e-07 -4.028255976e-06  2.485450348e-08
5.200000000e-01  1.436942780e-07 -4.101572772e-06  2.343035829e-08
5.300000000e-01  1.487972572e-07 -4.174061374e-06  2.370106738e-08
5.400000000e-01  1.476666966e-07 -4.246897350e-06  2.271081274e-08
5.500000000e-01  1.500311152e-07 -4.320254587e-06  2.428804308e-08
5.600000000e-01  1.556868230e-07 -4.391914032e-06  2.522430934e-08
5.700000000e-01  1.539138185e-07 -4.463825592e-06  2.469394246e-08
5.800000000e-01  1.578897729e-07 -4.538449966e-06  2.527867189e-08
5.900000000e-01  1.624830129e-07 -4.608688833e-06  2.619899736e-08
6.000000000e-01  1.698337344e-07 -4.682353575e-06  2.771692989e-08
6.100000000e-01  1.652067773e-07 -4.756714478e-06  2.634776265e-08
6.200000000e-01  1.665112194e-07 -4.829624301e-06  2.713923158e-08
6.300000000e-01  1.694719349e-07 -4.902457867e-06  2.782486775e-08
6.400000000e-01  1.764527850e-07 -4.973348164e-06  2.874668027e-08
6.500000000e-01  1.761561970e-07 -5.046422279e-06  2.837927253e-08
6.600000000e-01  1.779590574e-07 -5.121312481e-06  2.793606898e-08
6.700000000e-01  1.799692358e-07 -5.193680299e-06  2.858669697e-08
6.800000000e-01  1.846713941e-07 -5.265732749e-06  2.975363978e-08
6.900000000e-01  1.847895672e-07 -5.339555251e-06  2.842776261e-08
7.000000000e-01  1.902650493e-07 -5.413653767e-06  3.006584901e-08
7.100000000e-01  1.895604305e-07 -5.486946127e-06  3.042581328e-08
7.200000000e-01  1.932440034e-07 -5.558646414e-06  3.186952438e-08
7.300000000e-01  1.962315997e-07 -5.631879591e-06  3.257449055e-08
