0.000000000e+00 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
1.000000000e-02 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
2.000000000e-02 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
3.000000000e-02 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
4.000000000e-02 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
5.000000000e-02 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
6.000000000e-02 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
7.000000000e-02 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
8.000000000e-02 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
9.000000000e-02 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
1.000000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
1.100000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
1.200000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
1.300000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
1.400000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
1.500000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
1.600000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
1.700000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
1.800000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
1.900000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
2.000000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
2.100000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
2.200000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
2.300000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
2.400000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
2.500000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
2.600000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
2.700000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
2.800000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
2.900000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
3.000000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
3.100000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
3.200000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
3.300000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
3.400000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
3.500000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
3.600000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
3.700000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
3.800000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
3.900000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
4.000000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
4.100000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
4.200000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
4.300000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
4.400000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
4.500000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
4.600000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
4.700000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
4.800000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
4.900000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
5.000000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
5.100000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
5.200000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
5.300000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
5.400000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
5.500000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
5.600000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
5.700000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
5.800000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
5.900000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
6.000000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
6.100000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
6.200000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
6.300000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
6.400000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
6.500000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
6.600000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
6.700000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
6.800000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
6.900000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
7.000000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
7.100000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
7.200000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
7.300000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
7.400000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
7.500000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
7.600000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
7.700000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
7.800000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
7.900000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
8.000000000e-01 -8.992806499e-18 -3.900000000e-02  6.938893904e-18
