0.000000000e+00 0.000000000e+00 1.221730476e+00 0.000000000e+00
1.000000000e-02 0.000000000e+00 1.221730479e+00 0.000000000e+00
2.000000000e-02 0.000000000e+00 1.221730496e+00 0.000000000e+00
3.000000000e-02 0.000000000e+00 1.221730541e+00 0.000000000e+00
4.000000000e-02 0.000000000e+00 1.221730629e+00 0.000000000e+00
5.000000000e-02 0.000000000e+00 1.221730774e+00 0.000000000e+00
6.000000000e-02 0.000000000e+00 1.221730991e+00 0.000000000e+00
7.000000000e-02 0.000000000e+00 1.221731292e+00 0.000000000e+00
8.000000000e-02 0.000000000e+00 1.221731692e+00 0.000000000e+00
9.000000000e-02 0.000000000e+00 1.221732204e+00 0.000000000e+00
1.000000000e-01 0.000000000e+00 1.221732843e+00 0.000000000e+00
1.100000000e-01 0.000000000e+00 1.221733622e+00 0.000000000e+00
1.200000000e-01 0.000000000e+00 1.221734554e+00 0.000000000e+00
1.300000000e-01 0.000000000e+00 1.221735652e+00 0.000000000e+00
1.400000000e-01 0.000000000e+00 1.221736931e+00 0.000000000e+00
1.500000000e-01 0.000000000e+00 1.221738403e+00 0.000000000e+00
1.600000000e-01 0.000000000e+00 1.221740082e+00 0.000000000e+00
1.700000000e-01 0.000000000e+00 1.221741981e+00 0.000000000e+00
1.800000000e-01 0.000000000e+00 1.221744112e+00 0.000000000e+00
1.900000000e-01 0.000000000e+00 1.221746489e+00 0.000000000e+00
2.000000000e-01 0.000000000e+00 1.221749124e+00 0.000000000e+00
2.100000000e-01 0.000000000e+00 1.221752030e+00 0.000000000e+00
2.200000000e-01 0.000000000e+00 1.221755221e+00 0.000000000e+00
2.300000000e-01 0.000000000e+00 1.221758707e+00 0.000000000e+00
2.400000000e-01 0.000000000e+00 1.221762503e+00 0.000000000e+00
2.500000000e-01 0.000000000e+00 1.221766620e+00 0.000000000e+00
2.600000000e-01 0.000000000e+00 1.221771071e+00 0.000000000e+00
2.700000000e-01 0.000000000e+00 1.221775868e+00 0.000000000e+00
2.800000000e-01 0.000000000e+00 1.221781023e+00 0.000000000e+00
2.900000000e-01 0.000000000e+00 1.221786548e+00 0.000000000e+00
3.000000000e-01 0.000000000e+00 1.221792456e+00 0.000000000e+00
3.100000000e-01 0.000000000e+00 1.221798757e+00 0.000000000e+00
3.200000000e-01 0.000000000e+00 1.221805465e+00 0.000000000e+00
3.300000000e-01 0.000000000e+00 1.221812590e+00 0.000000000e+00
3.400000000e-01 0.000000000e+00 1.221820145e+00 0.000000000e+00
3.500000000e-01 0.000000000e+00 1.221828141e+00 0.000000000e+00
3.600000000e-01 0.000000000e+00 1.221836589e+00 0.000000000e+00
3.700000000e-01 0.000000000e+00 1.221845501e+00 0.000000000e+00
3.800000000e-01 0.000000000e+00 1.221854889e+00 0.000000000e+00
3.900000000e-01 0.000000000e+00 1.221864763e+00 0.000000000e+00
4.000000000e-01 0.000000000e+00 1.221875135e+00 0.000000000e+00
4.100000000e-01 0.000000000e+00 1.221886016e+00 0.000000000e+00
4.200000000e-01 0.000000000e+00 1.221897416e+00 0.000000000e+00
4.300000000e-01 0.000000000e+00 1.221909348e+00 0.000000000e+00
4.400000000e-01 0.000000000e+00 1.221921821e+00 0.000000000e+00
4.500000000e-01 0.000000000e+00 1.221934846e+00 0.000000000e+00
4.600000000e-01 0.000000000e+00 1.221948435e+00 0.000000000e+00
