0.000000000e+00  0.000000000e+00  0.000000000e+00 -5.235987756e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  0.000000000e+00  0.000000000e+00 -5.235987756e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  1.745329252e+00  0.000000000e+00  0.000000000e+00 -5.235987756e-01  1.745329252e+00  0.000000000e+00  0.000000000e+00 -5.235987756e-01
1.000000000e-02  0.000000000e+00  0.000000000e+00 -5.235987808e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  0.000000000e+00  0.000000000e+00 -5.235987808e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  1.745329252e+00  0.000000000e+00  0.000000000e+00 -5.235987783e-01  1.745329252e+00  0.000000000e+00  0.000000000e+00 -5.235987783e-01
2.000000000e-02  0.000000000e+00  0.000000000e+00 -5.235988174e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  0.000000000e+00  0.000000000e+00 -5.235988174e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  1.745329251e+00  0.000000000e+00  0.000000000e+00 -5.235987974e-01  1.745329251e+00  0.000000000e+00  0.000000000e+00 -5.235987974e-01
3.000000000e-02  0.000000000e+00  0.000000000e+00 -5.235989163e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  0.000000000e+00  0.000000000e+00 -5.235989163e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  1.745329249e+00  0.000000000e+00  0.000000000e+00 -5.235988492e-01  1.745329249e+00  0.000000000e+00  0.000000000e+00 -5.235988492e-01
4.000000000e-02  0.000000000e+00  0.000000000e+00 -5.235991087e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  0.000000000e+00  0.000000000e+00 -5.235991087e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  1.745329246e+00  0.000000000e+00  0.000000000e+00 -5.235989499e-01  1.745329246e+00  0.000000000e+00  0.000000000e+00 -5.235989499e-01
5.000000000e-02  0.000000000e+00  0.000000000e+00 -5.235994252e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  0.000000000e+00  0.000000000e+00 -5.235994252e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  1.745329240e+00  0.000000000e+00  0.000000000e+00 -5.235991155e-01  1.745329240e+00  0.000000000e+00  0.000000000e+00 -5.235991155e-01
6.000000000e-02  0.000000000e+00  0.000000000e+00 -5.235998964e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  0.000000000e+00  0.000000000e+00 -5.235998964e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  1.745329232e+00  0.000000000e+00  0.000000000e+00 -5.235993620e-01  1.745329232e+00  0.000000000e+00  0.000000000e+00 -5.235993620e-01
7.000000000e-02  0.000000000e+00  0.000000000e+00 -5.236005527e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  0.000000000e+00  0.000000000e+00 -5.236005527e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  1.745329220e+00  0.000000000e+00  0.000000000e+00 -5.235997054e-01  1.745329220e+00  0.000000000e+00  0.000000000e+00 -5.235997054e-01
8.000000000e-02  0.000000000e+00  0.000000000e+00 -5.236014244e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  0.000000000e+00  0.000000000e+00 -5.236014244e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  1.745329204e+00  0.000000000e+00  0.000000000e+00 -5.236001614e-01  1.745329204e+00  0.000000000e+00  0.000000000e+00 -5.236001614e-01
9.000000000e-02  0.000000000e+00  0.000000000e+00 -5.236025413e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  0.000000000e+00  0.000000000e+00 -5.236025413e-01  1.047197551e+00 -5.235987756e-01  0.000000000e+00  1.745329184e+00  0.000000000e+00  0.000000000e+00 -5.236007458e-01  1.745329184e+00  0.000000000e+00  0.000000000e+00 -5.236007458e-01
