0.000000000e+00  9.415066303e-06 -1.438012359e-06 -5.251699348e-04
1.000000000e-02  1.213602229e-05 -1.459624958e-06 -5.199480588e-04
2.000000000e-02  1.413497670e-05 -2.597052201e-06 -5.142528876e-04
3.000000000e-02  1.678928633e-05 -2.996156671e-06 -5.086363044e-04
4.000000000e-02  1.942442142e-05 -2.620845034e-06 -5.030923366e-04
5.000000000e-02  2.247156993e-05 -2.756850200e-06 -4.975222519e-04
6.000000000e-02  2.541575831e-05 -2.574454362e-06 -4.919362350e-04
7.000000000e-02  2.769283512e-05 -2.722676233e-06 -4.867029781e-04
8.000000000e-02  3.063123721e-05 -2.485740357e-06 -4.812667306e-04
9.000000000e-02  3.328040190e-05 -2.384210804e-06 -4.758756135e-04
1.000000000e-01  3.589645617e-05 -2.332119899e-06 -4.706806821e-04
1.100000000e-01  3.852878297e-05 -2.565542836e-06 -4.655232891e-04
1.200000000e-01  4.166835284e-05 -2.473737416e-06 -4.602436019e-04
1.300000000e-01  4.405757774e-05 -2.529530493e-06 -4.551013342e-04
1.400000000e-01  4.695934523e-05 -2.188188602e-06 -4.500055341e-04
1.500000000e-01  4.982234532e-05 -2.349388493e-06 -4.449202107e-04
1.600000000e-01  5.218779008e-05 -2.133937060e-06 -4.400557988e-04
1.700000000e-01  5.512857240e-05 -1.971552618e-06 -4.349892474e-04
1.800000000e-01  5.793266333e-05 -2.368150303e-06 -4.301275376e-04
1.900000000e-01  6.053717842e-05 -1.951466175e-06 -4.252555289e-04
2.000000000e-01  6.329600848e-05 -2.137393248e-06 -4.203356540e-04
2.100000000e-01  6.600263270e-05 -2.095857966e-06 -4.156288419e-04
2.200000000e-01  6.904724231e-05 -2.271654788e-06 -4.108616327e-04
2.300000000e-01  7.170119875e-05 -2.005383628e-06 -4.060968993e-04
2.400000000e-01  7.427800115e-05 -2.502397204e-06 -4.015457125e-04
2.500000000e-01  7.684873096e-05 -2.268768047e-06 -3.969664065e-04
2.600000000e-01  7.981917280e-05 -2.186463475e-06 -3.922688563e-04
2.700000000e-01  8.240513150e-05 -2.552314122e-06 -3.878083873e-04
2.800000000e-01  8.585647166e-05 -1.733208693e-06 -3.832318179e-04
2.900000000e-01  8.846023451e-05 -1.700647380e-06 -3.787497029e-04
3.000000000e-01  9.117605294e-05 -1.749781042e-06 -3.743290010e-04
3.100000000e-01  9.264219488e-05 -2.952385640e-06 -3.699578183e-04
3.200000000e-01  9.573977312e-05 -2.705456903e-06 -3.656281617e-04
3.300000000e-01  9.824304175e-05 -2.690081320e-06 -3.613450217e-04
3.400000000e-01  1.013526953e-04 -2.783596505e-06 -3.570017844e-04
3.500000000e-01  1.040033720e-04 -2.671176384e-06 -3.528395534e-04
3.600000000e-01  1.070536593e-04 -2.702493155e-06 -3.486274036e-04
3.700000000e-01  1.097393069e-04 -2.475834196e-06 -3.443826595e-04
3.800000000e-01  1.122926684e-04 -2.456801477e-06 -3.402908322e-04
3.900000000e-01  1.148586701e-04 -2.863272473e-06 -3.363470114e-04
4.000000000e-01  1.178989430e-04 -2.901244975e-06 -3.322470733e-04
4.100000000e-01  1.205732022e-04 -2.568841841e-06 -3.282435228e-04
4.200000000e-01  1.230430708e-04 -2.736185750e-06 -3.243518591e-04
4.300000000e-01  1.259696021e-04 -2.801220508e-06 -3.203788630e-04
4.400000000e-01  1.285861391e-04 -2.547489577e-06 -3.164288324e-04
4.500000000e-01  1.317063831e-04 -2.696231198e-06 -3.125037529e-04
4.600000000e-01  1.347535635e-04 -2.461803519e-06 -3.086433037e-04
4.700000000e-01  1.369993138e-04 -2.538996797e-06 -3.048240551e-04
4.800000000e-01  1.398333648e-04 -2.979281094e-06 -3.011901688e-04
4.900000000e-01  1.424487946e-04 -2.824301895e-06 -2.974795992e-04
5.000000000e-01  1.453497340e-04 -2.747852721e-06 -2.936607939e-04
5.100000000e-01  1.482920529e-04 -2.660808190e-06 -2.899648425e-04
5.200000000e-01  1.507742855e-04 -2.899666851e-06 -2.864326557e-04
5.300000000e-01  1.535195034e-04 -2.691806967e-06 -2.827688176e-04
5.400000000e-01  1.563032861e-04 -3.078424435e-06 -2.792579096e-04
5.500000000e-01  1.590037840e-04 -2.654588952e-06 -2.756869157e-04
5.600000000e-01  1.619327792e-04 -3.005116511e-06 -2.721379841e-04
5.700000000e-01  1.648556957e-04 -2.862996416e-06 -2.686526502e-04
5.800000000e-01  1.672351869e-04 -3.148329088e-06 -2.652437924e-04
5.900000000e-01  1.706613382e-04 -2.822522880e-06 -2.617042483e-04
6.000000000e-01  1.731681176e-04 -2.686351655e-06 -2.582603932e-04
6.100000000e-01  1.755008163e-04 -2.874947529e-06 -2.550083057e-04
6.200000000e-01  1.782894152e-04 -3.092031332e-06 -2.516846044e-04
