0.000000000e+00  1.673102180e-09  3.900000010e-02 -1.505879409e-05
1.000000000e-02  1.981180611e-09  3.900000011e-02 -1.590360437e-05
2.000000000e-02  2.381081367e-09  3.900000033e-02 -1.674008189e-05
3.000000000e-02  2.751529136e-09  3.900000046e-02 -1.756824258e-05
4.000000000e-02  3.026924471e-09  3.900000039e-02 -1.838815436e-05
5.000000000e-02  3.338920896e-09  3.900000044e-02 -1.919995513e-05
6.000000000e-02  3.664869736e-09  3.900000052e-02 -2.000366661e-05
7.000000000e-02  3.916339477e-09  3.900000033e-02 -2.079940216e-05
8.000000000e-02  4.275939134e-09  3.900000047e-02 -2.158729270e-05
9.000000000e-02  4.592222621e-09  3.900000057e-02 -2.236730900e-05
1.000000000e-01  4.798362489e-09  3.900000035e-02 -2.313956309e-05
1.100000000e-01  5.141053451e-09  3.900000040e-02 -2.390418443e-05
1.200000000e-01  5.529527292e-09  3.900000058e-02 -2.466119408e-05
1.300000000e-01  5.738906105e-09  3.900000043e-02 -2.541064484e-05
1.400000000e-01  5.942270391e-09  3.900000022e-02 -2.615270348e-05
1.500000000e-01  6.330058063e-09  3.900000041e-02 -2.688739818e-05
1.600000000e-01  6.653847665e-09  3.900000043e-02 -2.761474830e-05
1.700000000e-01  6.835450737e-09  3.900000024e-02 -2.833494239e-05
1.800000000e-01  7.173750231e-09  3.900000029e-02 -2.904799095e-05
1.900000000e-01  7.557517628e-09  3.900000044e-02 -2.975390851e-05
2.000000000e-01  7.798900289e-09  3.900000037e-02 -3.045279273e-05
2.100000000e-01  8.091664248e-09  3.900000033e-02 -3.114478789e-05
2.200000000e-01  8.450488297e-09  3.900000045e-02 -3.182986515e-05
2.300000000e-01  8.712638010e-09  3.900000041e-02 -3.250809880e-05
2.400000000e-01  8.987518810e-09  3.900000030e-02 -3.317960083e-05
2.500000000e-01  9.341187977e-09  3.900000042e-02 -3.384440391e-05
2.600000000e-01  9.667132280e-09  3.900000052e-02 -3.450258962e-05
2.700000000e-01  9.922466378e-09  3.900000040e-02 -3.515419512e-05
2.800000000e-01  1.015299333e-08  3.900000025e-02 -3.579933180e-05
2.900000000e-01  1.041955122e-08  3.900000031e-02 -3.643781373e-05
3.000000000e-01  1.072212790e-08  3.900000031e-02 -3.706988459e-05
3.100000000e-01  1.102248219e-08  3.900000026e-02 -3.769564605e-05
3.200000000e-01  1.129542650e-08  3.900000028e-02 -3.831514984e-05
3.300000000e-01  1.158830609e-08  3.900000025e-02 -3.892853136e-05
3.400000000e-01  1.201373680e-08  3.900000046e-02 -3.953577310e-05
3.500000000e-01  1.215747475e-08  3.900000027e-02 -4.013696913e-05
3.600000000e-01  1.255647316e-08  3.900000039e-02 -4.073222720e-05
3.700000000e-01  1.297223622e-08  3.900000056e-02 -4.132153082e-05
3.800000000e-01  1.312299400e-08  3.900000037e-02 -4.190497513e-05
3.900000000e-01  1.343087686e-08  3.900000038e-02 -4.248263247e-05
4.000000000e-01  1.383212632e-08  3.900000051e-02 -4.305451500e-05
4.100000000e-01  1.400201559e-08  3.900000033e-02 -4.362070070e-05
4.200000000e-01  1.426552778e-08  3.900000030e-02 -4.418126189e-05
4.300000000e-01  1.470400073e-08  3.900000047e-02 -4.473628693e-05
4.400000000e-01  1.498760234e-08  3.900000048e-02 -4.528572987e-05
4.500000000e-01  1.513355965e-08  3.900000035e-02 -4.582979250e-05
4.600000000e-01  1.544352213e-08  3.900000037e-02 -4.636842336e-05
4.700000000e-01  1.586032732e-08  3.900000051e-02 -4.690165828e-05
4.800000000e-01  1.611997615e-08  3.900000042e-02 -4.742954857e-05
4.900000000e-01  1.631237118e-08  3.900000033e-02 -4.795222803e-05
5.000000000e-01  1.668682357e-08  3.900000046e-02 -4.846972855e-05
5.100000000e-01  1.707273337e-08  3.900000057e-02 -4.898204329e-05
5.200000000e-01  1.733750682e-08  3.900000048e-02 -4.948925283e-05
5.300000000e-01  1.750866969e-08  3.900000035e-02 -4.999141882e-05
5.400000000e-01  1.777738371e-08  3.900000030e-02 -5.048861201e-05
5.500000000e-01  1.815132776e-08  3.900000044e-02 -5.098086282e-05
5.600000000e-01  1.847984066e-08  3.900000047e-02 -5.146820126e-05
5.700000000e-01  1.867359395e-08  3.900000036e-02 -5.195069405e-05
5.800000000e-01  1.890233004e-08  3.900000029e-02 -5.242841821e-05
5.900000000e-01  1.924474656e-08  3.900000037e-02 -5.290132953e-05
6.000000000e-01  1.962138671e-08  3.900000048e-02 -5.336955698e-05
6.100000000e-01  1.989517141e-08  3.900000043e-02 -5.383309129e-05
6.200000000e-01  2.006681216e-08  3.900000029e-02 -5.429205000e-05
6.300000000e-01  2.032477055e-08  3.900000029e-02 -5.474644203e-05
6.400000000e-01  2.067428794e-08  3.900000037e-02 -5.519631012e-05
6.500000000e-01  2.097246326e-08  3.900000037e-02 -5.564168430e-05
6.600000000e-01  2.124309508e-08  3.900000031e-02 -5.608267063e-05
6.700000000e-01  2.151852318e-08  3.900000030e-02 -5.651923648e-05
6.800000000e-01  2.182426330e-08  3.900000035e-02 -5.695145144e-05
6.900000000e-01  2.216272784e-08  3.900000035e-02 -5.737939070e-05
7.000000000e-01  2.245080952e-08  3.900000039e-02 -5.780306592e-05
7.100000000e-01  2.271578044e-08  3.900000036e-02 -5.822251344e-05
7.200000000e-01  2.298330703e-08  3.900000038e-02 -5.863781734e-05
7.300000000e-01  2.329372758e-08  3.900000040e-02 -5.904897324e-05
7.400000000e-01  2.360350051e-08  3.900000040e-02 -5.945600921e-05
7.500000000e-01  2.388585965e-08  3.900000040e-02 -5.985901484e-05
7.600000000e-01  2.419097881e-08  3.900000039e-02 -6.025799379e-05
7.700000000e-01  2.449680495e-08  3.900000040e-02 -6.065302471e-05
7.800000000e-01  2.479364722e-08  3.900000041e-02 -6.104407526e-05
7.900000000e-01  2.510142007e-08  3.900000045e-02 -6.143124745e-05
8.000000000e-01  2.541550948e-08  3.900000045e-02 -6.181459443e-05
8.100000000e-01  2.570476984e-08  3.900000043e-02 -6.219412417e-05
8.200000000e-01  2.593228779e-08  3.900000043e-02 -6.256985723e-05
8.300000000e-01  2.625869740e-08  3.900000045e-02 -6.294187189e-05
8.400000000e-01  2.653737526e-08  3.900000047e-02 -6.331016681e-05
8.500000000e-01  2.682244212e-08  3.900000049e-02 -6.367482782e-05
8.600000000e-01  2.711447316e-08  3.900000045e-02 -6.403579279e-05
8.700000000e-01  2.735052996e-08  3.900000044e-02 -6.439322337e-05
8.800000000e-01  2.768894621e-08  3.900000047e-02 -6.474706293e-05
8.900000000e-01  2.800365282e-08  3.900000051e-02 -6.509737589e-05
9.000000000e-01  2.830436076e-08  3.900000050e-02 -6.544418947e-05
9.100000000e-01  2.853118706e-08  3.900000048e-02 -6.578759395e-05
9.200000000e-01  2.878415153e-08  3.900000046e-02 -6.612756838e-05
9.300000000e-01  2.910417850e-08  3.900000047e-02 -6.646418653e-05
9.400000000e-01  2.942647309e-08  3.900000055e-02 -6.679745170e-05
9.500000000e-01  2.971415252e-08  3.900000055e-02 -6.712740007e-05
9.600000000e-01  3.001289387e-08  3.900000051e-02 -6.745403251e-05
